id,name,description,category,difficulty,region,lat,lon,duration,distance_km,base_visits,family_friendly,dog_friendly,accessible,has_water,price_type,season,duration_hours,official_url
coralbeach,חוף האלמוגים אילת,"שונית אלמוגים טבעית וססגונית, פתוחה לצלילה ולשנורקלינג במפרץ אילת.",water,easy,eilat,29.5033,34.9167,2 שעות,0.5,12800,false,false,false,false,free,,,
lm-2bbdf447,חוף הנסיכה,חוף הנסיכה — חוף / טיילת באזור ערבה / הרי אילת,water,easy,south,29.4957,34.9161,,0,0,true,false,false,true,free,,,https://www.tiuli.com/points-of-interest
kinneret,חוף טבריה,"טיילת וחופי רחצה על שפת הכנרת, מקור המים המתוקים הגדול ביותר בישראל.",water,easy,north,32.7922,35.5312,1 שעה,1,26400,false,false,false,false,free,,,
deadsea,חוף עין בוקק,"רחצה בים המלח — הנקודה הנמוכה ביותר על פני כדור הארץ, מוכרת במי המלח הרוויים ובבוץ המינרלי.",water,easy,deadsea,31.2,35.3667,1.5 שעות,1,31000,false,false,false,false,free,,,
tiuli-193,חופי השרון: מסלול ג'יפים קיצי ליד הים,"טיול בטבע פתוח במרכז הארץ, באורך של כ-10 ק""מ ברמת קושי קלה.",nature,easy,center,32.3793,34.8658,כ-3 שעות,10,605,false,false,false,false,free,,,
hukok,חוקוק,"אתר ארכיאולוגי בגליל התחתון, בו התגלה בית-כנסת עתיק ומפואר מהתקופה הרומית-ביזנטית עם רצפות-פסיפס יוצאות-דופן, כולל תיאורי שמשון וסצנות מקראיות נדירות - אתר-חפירות פעיל ומתפתח.",archaeology,easy,north,32.8803979,35.4964716,שעה-שעה וחצי,1,90,true,false,false,false,free,,1,
horvat-erza,חורבת ארזה,"חורבה של חווה חקלאית ויישוב קטן מימי בית שני, על רכס בגובה 850 מטר בקצה הדרומי של ירושלים (גילה), עם פרגולות וספסלים מטופחים הצופים אל נוף ירושלים וההרים שסביבה.",archaeology,easy,jerusalem,31.732994,35.1842957,כשעה,0.5,65,true,false,false,false,free,,1,https://www.maslulim-israel.co.il/tracks/%d7%97%d7%95%d7%a8%d7%91%d7%aa-%d7%90%d7%a8%d7%96%d7%94-%d7%a1%d7%a4%d7%a1%d7%9c%d7%99%d7%9d-%d7%95%d7%a0%d7%95%d7%a3-%d7%9e%d7%a8%d7%a4%d7%a1%d7%95%d7%aa-%d7%94%d7%a0%d7%95%d7%a3-%d7%91%d7%97%d7%95/
lm-001fcd44,חורבת בורגין בפארק עדולם-צרפת,חורבת בורגין בפארק עדולם-צרפת — טיול / נקודת עניין באזור מרכז / ירושלים והשפלה,archaeology,easy,center,31.63607,34.96877,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-bd1918bb,חורבת בורגתה,חורבת בורגתה — אתר מורשת / ארכיאולוגיה באזור מרכז / השרון ומישור החוף,archaeology,easy,center,32.318458,34.949516,,0,0,true,false,false,false,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
lm-220d71e0,חורבת חנות,חורבת חנות — טיול / נקודת עניין באזור מרכז / ירושלים והשפלה,archaeology,easy,center,31.7115222,35.0463444,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-155a34d2,חורבת מדרס,חורבת מדרס — אתר מורשת / ארכיאולוגיה באזור ירושלים / הרי יהודה והשפלה,archaeology,easy,jerusalem,31.65594,34.93747,,0,0,true,false,false,false,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
lm-1e89c7fa,חורבת עתרי,חורבת עתרי — טיול / נקודת עניין באזור מרכז / ירושלים והשפלה,archaeology,easy,center,31.649472,34.972007,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-e965b883,חורבת קיאפה,חורבת קיאפה — אתר מורשת / ארכיאולוגיה באזור ירושלים / הרי יהודה והשפלה,archaeology,easy,jerusalem,31.69643,34.95736,,0,0,true,false,false,false,free,,,https://www.geonames.org/advanced-search.html?country=IL&q=Israeli
tiuli-279,חורשת הארבעים ומצוק הארבעים בכרמל,"מסלול טיול בטבע פתוח, בצפון הארץ, באורך כ-1.5 ק""מ ברמת קושי בינונית.",nature,medium,north,32.751982886346,35.0292420387268,כחצי שעה,1.5,2984,false,false,false,false,free,,,
yotvata-haibar,חי-בר יטבתה,"שמורת-טבע לשימור בעלי-חיים מדבריים בסכנת-הכחדה בערבה, מצפון לאילת - סיור-רכב בין עדרי צבי ים, פראים אסיאתיים, יעני מדבר ואוריקסים בשטח פתוח, כמעט כמו ספארי מדברי.",nature,easy,eilat,29.8461746,35.0294647,שעה-שעה וחצי,2,140,true,false,false,false,paid,,1.25,
tiuli-87,חלמוניות ירוחם,"מסלול טיול בטבע פתוח, בנגב ובדרום הארץ, באורך כ-5 ק""מ ברמת קושי בינונית.",nature,medium,south,30.9762,34.8995,כ-2 שעות,5,2740,false,false,false,false,free,,,
hamei-gaash,חמי געש,"ספא-מעיינות מסחרי במרכז הארץ, סמוך לקיבוץ געש - בריכות מים תרמו-מינרליים (36-40 מעלות), מקלחת-גופרית, סאונות ובריכת-שחייה, יעד פופולרי מאוד.",water,easy,center,32.2312905,34.8265997,חצי יום,0.5,1000,true,false,true,true,paid,,3,
hamat-gader,חמת גדר,"אתר-המים-החמים המפורסם בישראל, בית-מרחצאות טבעי לצד אתר ארכיאולוגי רומי בן כ-1,800 שנה - בריכות טבילה, ספא, מסעדה וגן-חיות קטן באווירה טרופית.",heritage,easy,north,32.6833586,35.6647332,חצי יום,0.5,500,true,false,true,true,paid,,3,
lm-ecc85b52,חניון הרועה,חניון הרועה — טיול / נקודת עניין באזור דרום / נגב וערבה,nature,easy,south,30.8755,34.78593,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_south/
tiuli-7,חרבת מדרס וחרבת עתרי,"טיול בטבע פתוח במרכז הארץ, באורך של כ-7 ק""מ ברמת קושי קלה.",nature,easy,center,31.6547,34.9404,כ-2 שעות,7,727,false,false,false,false,free,,,
tiuli-180,טוסקנה הדרוזית: טיול בין כפרי צפון הגולן,"מסלול טיול בטבע פתוח, בצפון הארץ, באורך כ-3 ק""מ ברמת קושי בינונית.",nature,medium,north,33.1999,35.7745,כחצי שעה,3,2679,false,false,false,false,free,,,
tiuli-322,טיול 4x4 בעמק האלה: מסע בעקבות דוד המלך,"טיול בטבע פתוח בהרי ירושלים, באורך של כ-23 ק""מ ברמת קושי קלה.",nature,easy,jerusalem,32.1049824665768,34.7840785283204,כ-7 שעות,23,2740,false,false,false,false,free,,,
tiuli-169,טיול 4X4 בתל גזר,"טיול באתר ארכיאולוגי במרכז הארץ, באורך של כ-7 ק""מ ברמת קושי קלה.",archaeology,easy,center,31.8757,34.9197,כ-2 שעות,7,2008,false,false,false,false,free,,,
tiuli-327,טיול 4X4 רטוב בין רמת הגולן לעמק החולה,"מסלול טיול בטבע פתוח, בצפון הארץ, באורך כ-40 ק""מ ברמת קושי קלה.",nature,easy,north,32.867142,35.531277,כ-13 שעות,40,3045,false,false,false,false,free,,,
tiuli-89,טיול בצפת: סיור בין אטרקציות ומקומות עתיקים בעיר,"יעד טיול באתר ארכיאולוגי בצפון הארץ — מסלול באורך כ-2 ק""מ, רמת קושי קלה.",archaeology,easy,north,32.9687,35.4934,כחצי שעה,2,2862,false,false,false,false,free,,,
tiuli-80,טיול בראש פינה: אטרקציות ואתרים שכדאי לראות במושבה,"יעד טיול בטבע פתוח בצפון הארץ — מסלול באורך כ-4 ק""מ, רמת קושי קלה.",nature,easy,north,32.9676,35.541,כשעה,4,2313,false,false,false,false,free,,,
tiuli-202,טיול ברמת אביב - בין מרכז רבין לגן קארטר,"טיול בטבע פתוח במרכז הארץ, באורך של כ-2 ק""מ ברמת קושי קלה.",nature,easy,center,32.0612,34.7672,כחצי שעה,2,1154,false,false,false,false,free,,,
tiuli-46,טיול בשפלה: מסלול לחנוכה בעקבות המכבים,"טיול בטבע פתוח במרכז הארץ, באורך של כ-3 ק""מ ברמת קושי קלה.",nature,easy,center,31.9431,34.9782,כחצי שעה,3,3106,false,false,false,false,free,,,
tiuli-373,טיול לואדי דלייה ומערת כותים בשומרון והבקעה,"טיול באתר ארכיאולוגי במרכז הארץ, באורך של כ-3 ק""מ ברמת קושי בינונית.",archaeology,medium,center,31.9996328422286,35.3504848480225,כחצי שעה,3,2984,false,false,false,false,free,,,
tiuli-196,טיול מיוחד בתל אביב - טיילת החוף,"טיול באתר ארכיאולוגי במרכז הארץ, באורך של כ-2 ק""מ ברמת קושי קלה.",archaeology,easy,center,32.096,34.7881,כחצי שעה,2,788,false,false,false,false,free,,,
tiuli-133,טיול נוסטלגי בגדרה,"טיול בטבע פתוח במרכז הארץ, באורך של כ-1 ק""מ ברמת קושי קלה.",nature,easy,center,31.8188,34.7736,כחצי שעה,1,2679,false,false,false,false,free,,,
lm-fa59197d,טיילת אשדוד,טיילת אשדוד — חוף / טיילת באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,31.7957,34.6339,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
lm-8cb8cf20,טיילת אשקלון,טיילת אשקלון — חוף / טיילת באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,31.675,34.5545,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
lm-9167e0fe,טיילת בת ים,טיילת בת ים — חוף / טיילת באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,32.018,34.739,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
lm-a6d2501a,טיילת הרצליה,טיילת הרצליה — חוף / טיילת באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,32.1695,34.8009,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
lm-53d2fe30,טיילת יפו,טיילת יפו — חוף / טיילת באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,32.0524,34.7505,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
nahariya-promenade,טיילת נהריה,"טיילת-חוף ארוכה ונעימה לאורך קו החוף של נהריה, מוקפת בתי-קפה ומסעדות - יעד קליל לטיול-משפחות, אופניים או שקיעה ליד הים בצפון הארץ.",water,easy,north,33.0045589,35.0876922,כרצונך,2,120,true,true,true,true,free,,1,
lm-9688d9e2,טיילת נתניה,טיילת נתניה — חוף / טיילת באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,32.3216,34.8505,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
lm-4406d5c5,טיילת ראשון לציון,טיילת ראשון לציון — חוף / טיילת באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,31.9805,34.7402,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
lm-5560936a,טיילת תל אביב,טיילת תל אביב — חוף / טיילת באזור מרכז / גוש דן ואתרים עירוניים,nature,easy,center,32.0781,34.7662,,0,0,true,false,false,false,free,,,https://www.tiuli.com/points-of-interest
lm-8a5211fe,יד אנה פרנק ביער הקדושים,יד אנה פרנק ביער הקדושים — יער / מסלול באזור מרכז / ירושלים והשפלה,heritage,easy,center,31.778002,35.029938,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
tiuli-15,"יד קנדי, חרבת סעדים ושביל המעיינות","מסלול טיול לאורך נחל ומקווי מים, בהרי ירושלים, באורך כ-3 ק""מ ברמת קושי קלה.",water,easy,jerusalem,31.7499,35.1354,כחצי שעה,3,1215,false,false,false,false,free,,,
tiuli-157,ים לים: מהים התיכון דרך הר מירון אל הכנרת,"טיול במסלול הררי בצפון הארץ, באורך של כ-3 ק""מ ברמת קושי בינונית.",mountains,medium,north,33.0506,35.1033,כחצי שעה,3,1276,false,false,false,false,free,,,
tiuli-101,יער אודם,"יעד טיול בטבע פתוח בצפון הארץ — מסלול באורך כ-2 ק""מ, רמת קושי קלה.",nature,easy,north,33.2155,35.762,כחצי שעה,2,727,false,false,false,false,free,,,
lm-e520ffc4,יער אילנות,יער אילנות — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,32.29291,34.900517,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-d8633091,יער אשתאול,יער אשתאול — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,31.805562,34.9957289,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-e865d611,יער בית קשת,יער בית קשת — יער / דרך נוף באזור צפון,nature,easy,north,32.7363889,35.3838889,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/beit_keshet_forest/
ben-shemen-forest,יער בן שמן,"אחד היערות הנטועים הוותיקים והגדולים בישראל, במרכז הארץ - שבילי הליכה ורכיבה מוצלים, שטחי פיקניק ואתרי-מורשת קטנים (בהם קברי-אבות ומצפורים), פופולרי כטיול-משפחות קליל.",parks,easy,center,31.9230115,34.9667634,שעה-שעתיים,3,100,true,true,false,false,free,,1.5,
lm-0eb53a4d,יער בן שמן,יער בן שמן — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,31.9488889,34.9561111,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
tiuli-4,יער ברעם ובית הכנסת העתיק,"טיול באתר ארכיאולוגי בצפון הארץ, באורך של כ-4 ק""מ ברמת קושי קלה.",archaeology,easy,north,33.0436,35.4153,כשעה,4,544,false,false,false,false,free,,,
lm-7247db58,יער גבעת המורה,יער גבעת המורה — יער / מסלול באזור צפון,mountains,easy,north,32.60751,35.37624,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_north/
lm-a5d70401,יער המגינים,יער המגינים — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,31.8397222,34.9280556,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-28e261d7,יער המלאכים-שחריה,יער המלאכים-שחריה — יער / מסלול באזור דרום / נגב וערבה,nature,easy,south,31.5938025,34.8266995,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_south/
lm-806a1ac6,יער הרצל חולדה,יער הרצל חולדה — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,31.8229833,34.893464,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-d853dc40,יער חדרה,יער חדרה — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,32.42778,34.895,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-04ae5b22,יער חורשים,יער חורשים — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,32.1427778,34.9841667,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-a94d1b68,יער חרובית,יער חרובית — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,31.85496306,34.85240656,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
tiuli-140,יער ירושלים: שביל הארז,"יעד טיול בטבע פתוח בהרי ירושלים — מסלול באורך כ-4 ק""מ, רמת קושי קלה.",nature,easy,jerusalem,31.7764,35.1696,כשעה,4,3106,false,false,false,false,free,,,
lm-268b13e3,יער יתיר,יער יתיר — יער / מסלול באזור דרום / נגב וערבה,nature,easy,south,31.3333,35.05,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_south/
lm-4a27f5ce,יער לביא,יער לביא — יער / מסלול באזור צפון,nature,easy,north,32.77671,35.42174,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_north/
lm-63110dc3,יער להב,יער להב — יער / מסלול באזור נגב,nature,easy,south,31.3758333,34.8527778,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/lahav_forest/
tiuli-310,יער עופר - מסלול משפחות מעגלי,"טיול בטבע פתוח בצפון הארץ, באורך של כ-4.5 ק""מ ברמת קושי קלה.",nature,easy,north,32.6494225760121,34.9648037120735,כ-1 שעות,4.5,2008,false,false,false,false,free,,,
lm-d89355a3,יער עמינדב,יער עמינדב — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,31.740939,35.138146,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
lm-907539f2,יער קדימה,יער קדימה — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,32.28798,34.927283,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
tiuli-110,יער קולה ובריכת צרטה,"יעד טיול לאורך נחל ומקווי מים במרכז הארץ — מסלול באורך כ-4 ק""מ, רמת קושי קלה.",water,easy,center,32.0348,34.958,כשעה,4,1276,false,false,false,false,free,,,
lm-45ca2e7b,יער ראש העין,יער ראש העין — יער / מסלול באזור מרכז / ירושלים והשפלה,nature,easy,center,32.0995587,34.978718,,0,0,true,false,false,false,free,,,https://www.kkl.org.il/travel/trips/itineraries_for_families/itineraries_for_families_center/
poriya-switzerland-forest,יער שוויץ (פוריה),"יער נטוע על מצוק פוריה מעל הכנרת, עם תצפית פנורמית מרהיבה אל האגם וסביבותיו - שבילים קצרים ומונגשים המתאימים למגוון רחב של מטיילים.",viewpoints,easy,north,32.7733277,35.5299201,שעה,2,100,true,true,true,false,free,,1,
jaffa-old-city,יפו העתיקה,"סיור עירוני קליל בסמטאות יפו העתיקה - משער הכניסה ליד כיכר השעון, דרך חומת העיר ההיסטורית, מסגד אל-מחמודיה ומוזיאון העתיקות, ועד תצפית אל חוף תל אביב. מתאים לכל המשפחה ומושלם לשעת שקיעה.",heritage,easy,center,32.0553541,34.7566139,שעה-שעתיים,2,300,true,false,false,false,free,,1.5,https://www.teva.org.il/tracks/19122
tiuli-206,לדווש בעקבות הציורים: אמנות רחוב בתל אביב,"יעד טיול באתר ארכיאולוגי במרכז הארץ — מסלול באורך כ-3 ק""מ, רמת קושי בינונית.",archaeology,medium,center,32.0854,34.7818,כחצי שעה,3,1398,false,false,false,false,free,,,
lifta,ליפתא,"כפר ערבי נטוש בכניסה לירושלים, המשמר בתים אבן עתיקים ומעיין עם בריכת-רחצה טבעית באפיק הנחל - אחד הכפרים הבודדים מ-1948 שלא נהרס או יושב מחדש, יעד טיול פופולרי ורגיש-היסטורית.",heritage,medium,jerusalem,31.796118,35.195917,שעה-שעתיים,2,160,true,false,false,true,free,,1.5,
bental-reservoir,מאגר בנטל,מאגר-מים חקלאי גדול ברמת הגולן שהפך עם השנים ליעד-רחצה קיצי מוכר בקרב מטיילים - מים פתוחים ונוף ירוק מסביב.,water,easy,north,33.1398457,35.7829898,כחצי שעה - שעה,0.5,250,true,false,false,true,free,,0.75,
maagar-orvim,מאגר עורבים עליון,"מאגר-מים ברמת הגולן המקבל הזרמה של מים חמים טבעיים (עד כ-40 מעלות) מקידוחים סמוכים - ""ספא חינם בטבע"", דורש רכב גבוה/4x4 להגעה.",water,medium,north,33.1426226,35.7318156,שעה,1,159,false,true,false,true,free,winter,1,
tiuli-72,מאשדוד לניצנים: טבע ומורשת קרב,"מסלול טיול בטבע פתוח, בנגב ובדרום הארץ, באורך כ-5 ק""מ ברמת קושי קלה.",nature,easy,south,31.7811,34.6657,כ-2 שעות,5,1825,false,false,false,false,free,,,
tiuli-97,"מבית ג'אן לחורפיש - מעיינות, מערות ונופים בפסגות הגליל","טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-3 ק""מ ברמת קושי בינונית.",water,medium,north,32.9694,35.3639,כחצי שעה,3,483,false,false,false,false,free,,,
tiuli-20,מבית שאן לכוכב הירדן,"יעד טיול בטבע פתוח בצפון הארץ — מסלול באורך כ-3 ק""מ, רמת קושי בינונית.",nature,medium,north,32.5123,35.5043,כחצי שעה,3,1520,false,false,false,false,free,,,
tiuli-1,מבצר יחיעם ונחל געתון,"טיול לאורך נחל ומקווי מים בצפון הארץ, באורך של כ-3 ק""מ ברמת קושי בינונית.",water,medium,north,33.0115,35.1826,כחצי שעה,3,361,false,false,false,false,free,,,
nimrod,מבצר נמרוד,"מצודה איובית-ממלוכית עצומה על שלוחות החרמון, ששלטה על ציר הדרך לדמשק.",heritage,medium,north,33.2494,35.7128,1.5 שעות,1,8300,false,false,false,false,free,,,
tiuli-21,מג'רסה - בקעת בית צידה,"מסלול טיול בטבע פתוח, בצפון הארץ, באורך כ-1 ק""מ ברמת קושי בינונית.",nature,medium,north,32.8858,35.6411,כחצי שעה,1,1581,false,false,false,false,free,,,
tiuli-141,מגן הוורדים לעמק המצלבה,"מסלול טיול בטבע פתוח, בהרי ירושלים, באורך כ-3 ק""מ ברמת קושי קלה.",nature,easy,jerusalem,31.7808,35.2033,כחצי שעה,3,300,false,false,false,false,free,,,
tiuli-308,מדרך נוף כרמל לקיבוץ יגור,"יעד טיול בטבע פתוח בצפון הארץ — מסלול באורך כ-4 ק""מ, רמת קושי קלה.",nature,easy,north,32.7427941159317,35.0589801687397,כשעה,4,1886,false,false,false,false,free,,,
tiuli-134,מהנחלאות אל השוק,"יעד טיול לאורך נחל ומקווי מים בהרי ירושלים — מסלול באורך כ-3 ק""מ, רמת קושי קלה.",water,easy,jerusalem,31.7802,35.2129,כחצי שעה,3,2740,false,false,false,false,free,,,
muhraka,מוחרקה,"תצפית פסגה על רכס הכרמל הצופה אל עמק יזרעאל והגליל התחתון, מזוהה עם סיפור אליהו הנביא.",viewpoints,medium,north,32.7325,35.0454,1 שעה,1.5,8700,false,false,false,false,free,,,
tiuli-56,"מוחרקה, נחל רקפת ומנזר הכרמליתים","יעד טיול לאורך נחל ומקווי מים בצפון הארץ — מסלול באורך כ-8 ק""מ, רמת קושי בינונית.",water,medium,north,32.6587,35.0585,כ-3 שעות,8,849,false,false,false,false,free,,,
tiuli-29,מזרח הרמון: ממכתש רמון לערבה,"יעד טיול במסלול הררי בנגב ובדרום הארץ — מסלול באורך כ-3 ק""מ, רמת קושי בינונית.",mountains,medium,south,30.5892,34.9192,כחצי שעה,3,2069,false,false,false,false,free,,,
tiuli-82,מכוכב הירדן לכפר תבור,"טיול בטבע פתוח בצפון הארץ, באורך של כ-3 ק""מ ברמת קושי בינונית.",nature,medium,north,32.5954,35.5135,כחצי שעה,3,2435,false,false,false,false,free,,,
ramoncrater,מכתש רמון,"המכתש הגדול בעולם מסוגו, עם נופי מדבר דרמטיים ומגוון מסלולי ג'יפים ורגל.",mountains,medium,south,30.6094,34.8017,3 שעות,4,14500,false,false,false,false,free,,,
tiuli-53,מכתש רמון: המיטב,"יעד טיול במסלול הררי בנגב ובדרום הארץ — מסלול באורך כ-6 ק""מ, רמת קושי בינונית.",mountains,medium,south,30.608,34.8066,כ-2 שעות,6,666,false,false,false,false,free,,,
tiuli-324,ממצפה משואה לתל גודד,"מסלול טיול אל נקודת תצפית, בהרי ירושלים, באורך כ-5.5 ק""מ ברמת קושי קלה.",viewpoints,easy,jerusalem,31.6673285,34.9226484,כ-2 שעות,5.5,2862,false,false,false,false,free,,,
tiuli-47,ממשית: עיר חקלאית בלב מדבר,"יעד טיול בטבע פתוח בנגב ובדרום הארץ — מסלול באורך כ-2 ק""מ, רמת קושי קלה.",nature,easy,south,31.0308,35.0628,כחצי שעה,2,300,false,false,false,false,free,,,
tiuli-311,מנחל נמר אל יער חניתה,"יעד טיול לאורך נחל ומקווי מים בצפון הארץ — מסלול באורך כ-4.5 ק""מ, רמת קושי בינונית.",water,medium,north,33.0795001794392,35.1909711125249,כ-1 שעות,4.5,2069,false,false,false,false,free,,,
tiuli-371,מסלול אתגרי אל קרן סרטבה,"יעד טיול בטבע פתוח במרכז הארץ — מסלול באורך כ-3 ק""מ, רמת קושי בינונית.",nature,medium,center,32.1122008731142,35.4921023227317,כחצי שעה,3,2862,false,false,false,false,free,,,
tiuli-349,מסלול אתרי טיילת ארמון הנציב,"טיול בטבע פתוח בהרי ירושלים, באורך של כ-3 ק""מ ברמת קושי קלה.",nature,easy,jerusalem,31.7545676,35.2319626,כחצי שעה,3,1520,false,false,false,false,free,,,
tiuli-303,מסלול בהר הצופים: ההר הצופה אל העיר ואל המדבר,"מסלול טיול במסלול הררי, בהרי ירושלים, באורך כ-2 ק""מ ברמת קושי קלה.",mountains,easy,jerusalem,31.7985073,35.2389860000001,כחצי שעה,2,1581,false,false,false,false,free,,,
tiuli-183,מסלול הפטריה בנאות הכיכר,"מסלול טיול בטבע פתוח, בנגב ובדרום הארץ, באורך כ-2 ק""מ ברמת קושי קלה.",nature,easy,south,30.9331,35.3756,כחצי שעה,2,2862,false,false,false,false,free,,,
tiuli-96,מסלול טיול בשוק מחנה יהודה בירושלים,"מסלול טיול בטבע פתוח, בהרי ירושלים, באורך כ-1 ק""מ ברמת קושי קלה.",nature,easy,jerusalem,31.7838,35.2131,כחצי שעה,1,422,false,false,false,false,free,,,
tiuli-381,מסלול תלכיד - פיראן בבקעת הירדן,"מסלול טיול בטבע פתוח, במרכז הארץ, באורך כ-4 ק""מ ברמת קושי קלה.",nature,easy,center,32.28361508331798,35.54866753985638,כשעה,4,605,false,false,false,false,free,,,
tiuli-18,מסעד לבארי: פריחה בצפון הנגב,"מסלול טיול בטבע פתוח, בנגב ובדרום הארץ, באורך כ-7 ק""מ ברמת קושי קלה.",nature,easy,south,31.5063,34.5543,כ-2 שעות,7,1398,false,false,false,false,free,,,
maayan-alonei-habashan,מעיין אלוני הבשן (עין ג'ואיזה),"בריכת מעיין עגולה הבנויה מאבני בזלת שחורות, בתוך מושב אלוני הבשן במזרח רמת הגולן - מים זורמים וחיות-בריכה כמו דגי-זהב וצפרדעים, בגישה נוחה מהכביש הראשי.",water,easy,north,33.0316,35.838,כחצי שעה,0.3,45,true,false,false,true,free,,0.5,
maayan-elroi,מעיין אלרואי,"מעיין ובריכת-מים לצד טיילת רכבת העמק ופארק הקטר בחיפה - נגיש ונעים, יעד פופולרי למשפחות בעיר.",water,easy,north,32.7135487,35.1021183,כחצי שעה,1,300,true,false,true,true,free,,0.5,
maayan-haulmosim,מעיין האולמוסים,"מעיין ברמת השופט, עם בריכת-מים טבעית מוקפת סלעים - יעד רחצה מוכר ברמות מנשה.",water,easy,north,32.6147726,35.0930927,שעה,1,94,true,false,false,true,free,,1,
maayan-habokrim,מעיין הבוקרים,"מעיין זורם ליד כפר הנשיא ברמת כורזים, עם בריכה טבעית ומעבר-גשר-עץ קטן - יעד תיירותי שקט הרחק מהצירים הראשיים.",water,easy,north,32.9698647,35.6187353,כחצי שעה,1,55,true,false,false,true,free,,0.5,
maayan-mitzpe-hashalom,מעיין מצפה השלום,"מעיין וברכת-מים באזור טיולים רגליים ליד מצפה השלום ברמת הגולן, בתוך שטח ירוק ושליו עם תצפית פתוחה על הסביבה.",water,easy,north,32.7583482,35.6572712,כשעה,2,140,true,false,false,true,free,,1,
maayan-nov,מעיין נוב,"בריכת מעיין שלווה ליד אבני איתן ברמת הגולן, מוקפת צמחייה ירוקה - יעד קטן ופחות מוכר, מתאים לביקור קליל ורגוע הרחק מהקהל.",water,easy,north,32.8341545,35.7675057,כחצי שעה,0.5,40,true,false,false,true,free,,0.5,
